ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
202417_at	0.392	0.0051186	-3.0030555	-2.1101	-1.19538513	KEAP1	kelch like ECH associated protein 1
218825_at	0.392	0.0051208	-3.0028818	-2.1127	-1.48628984	EGFL7	EGF like domain multiple 7
205893_at	0.392	0.0047472	3.0324083	-2.116	1.10500471	NLGN1	neuroligin 1
207515_s_at	0.392	0.0045613	-3.0479235	-2.1169	-1.40595264	POLR1C	RNA polymerase I subunit C
202671_s_at	0.392	0.0047564	-3.0316481	-2.1194	-1.57953076	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase
213790_at	0.389	0.0033951	3.1616537	-2.1218	1.67634889	ADAM12	ADAM metallopeptidase domain 12
37590_g_at	0.392	0.0052617	-2.9922806	-2.1242	-0.92387457		
201151_s_at	0.389	0.0034218	3.1586558	-2.127	1.95077967	MBNL1	muscleblind like splicing regulator 1
207938_at	0.389	0.0034435	3.1562405	-2.1278	1.70938242	PI15	peptidase inhibitor 15
221339_at	0.389	0.0033345	-3.1685468	-2.1312	-1.55635547	OR10C1	olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)
210411_s_at	0.39	0.0035383	3.1458482	-2.1382	1.9257478	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B
219236_at	0.392	0.0050141	-3.0111056	-2.1382	-1.36221855	PAQR6	progestin and adipoQ receptor family member 6
208751_at	0.392	0.0049875	-3.0131736	-2.1406	-1.64176871	NAPA	NSF attachment protein alpha
220930_s_at	0.392	0.0039988	3.098823	-2.1447	1.65516616	SMIM2	small integral membrane protein 2
219798_s_at	0.392	0.005246	-2.993445	-2.1479	-1.23464046	MEPCE	methylphosphate capping enzyme
211694_at	0.39	0.0037088	3.1277932	-2.1483	1.53269371	TSSK1B	testis specific serine kinase 1B
208395_s_at	0.39	0.0035941	-3.139845	-2.1492	-1.65366695	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
216960_s_at	0.392	0.004904	-3.0197583	-2.1504	-1.21655407	ZNF133	zinc finger protein 133
212149_at	0.392	0.0053447	2.9861568	-2.1535	0.71085418	EFR3A	EFR3 homolog A
200707_at	0.392	0.0053721	-2.9841553	-2.1541	-1.7495121	PRKCSH	protein kinase C substrate 80K-H
201776_s_at	0.392	0.0054252	2.9803006	-2.1542	1.01458217	EFCAB14	EF-hand calcium binding domain 14
206706_at	0.39	0.0035247	3.1473193	-2.1584	1.69772063	NTF3	neurotrophin 3
222250_s_at	0.39	0.0035099	3.1489292	-2.16	1.60755341	INTS7	integrator complex subunit 7
220755_s_at	0.392	0.0054112	-2.9813113	-2.1619	-0.79838557	C6orf48	chromosome 6 open reading frame 48
219150_s_at	0.392	0.0056032	-2.9676439	-2.179	-1.17220259	ADAP1	ArfGAP with dual PH domains 1
203421_at	0.392	0.0052452	-2.9935034	-2.1791	-1.36935567	TP53I11	tumor protein p53 inducible protein 11
205520_at	0.39	0.0036871	3.1300456	-2.1798	1.63089458	STRN	striatin
212778_at	0.392	0.0057033	-2.9606949	-2.1895	-1.892434	PACS2	phosphofurin acidic cluster sorting protein 2
218663_at	0.392	0.0039212	3.1063756	-2.1914	1.66263447	NCAPG	non-SMC condensin I complex subunit G
212005_at	0.392	0.004947	-3.0163532	-2.1957	-1.82983813	SZRD1	SUZ RNA binding domain containing 1
206688_s_at	0.392	0.0056506	-2.9643392	-2.1976	-1.22123216	CPSF4	cleavage and polyadenylation specific factor 4
216565_x_at	0.392	0.0057433	-2.9579487	-2.1997	-1.19705526		
219416_at	0.392	0.0056313	-2.965678	-2.2005	-1.28273276	SCARA3	scavenger receptor class A member 3
202862_at	0.392	0.0053978	-2.9822843	-2.2034	-1.24951992	FAH	fumarylacetoacetate hydrolase
212256_at	0.392	0.0053442	-2.9861894	-2.2105	-1.48821731	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
201673_s_at	0.392	0.0056978	-2.9610724	-2.2136	-1.2650943	GYS1	glycogen synthase 1
208757_at	0.392	0.0058056	-2.9537065	-2.2142	-1.10686762	TMED9	transmembrane p24 trafficking protein 9
213599_at	0.392	0.003868	-3.1116309	-2.2146	-1.96462328	OIP5	Opa interacting protein 5
213789_at	0.392	0.0038862	3.1098285	-2.2175	1.58240696	EBP	emopamil binding protein (sterol isomerase)
203154_s_at	0.392	0.0055799	-2.969276	-2.2184	-1.13624875	PAK4	p21 (RAC1) activated kinase 4
200600_at	0.392	0.005811	-2.9533394	-2.2187	-0.83404803	MSN	moesin
209427_at	0.392	0.0048959	-3.0204039	-2.2193	-1.50994582	SMTN	smoothelin
212047_s_at	0.392	0.0057619	-2.9566722	-2.2205	-1.46905445	RNF167	ring finger protein 167
212695_at	0.392	0.005733	-2.9586535	-2.2236	-1.28772114	CRY2	cryptochrome circadian clock 2
210657_s_at	0.392	0.0057645	-2.9564949	-2.2264	-1.2115024	SEPT4	septin 4
211986_at	0.394	0.0059924	-2.9412426	-2.2327	-1.32894956	AHNAK	AHNAK nucleoprotein
214167_s_at	0.394	0.0059836	-2.9418216	-2.2332	-1.66928567	RPLP0	ribosomal protein lateral stalk subunit P0
208057_s_at	0.392	0.0041153	3.0877437	-2.2343	2.09573931	GLI2	GLI family zinc finger 2
203295_s_at	0.394	0.0059784	-2.9421596	-2.2365	-1.38647179	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
206364_at	0.392	0.0041151	3.0877648	-2.2382	1.99864332	KIF14	kinesin family member 14
33132_at	0.394	0.0059965	-2.9409686	-2.2504	-1.30058391	MIR6849///MIR1234///MIR939///CPSF1	microRNA 6849///microRNA 1234///microRNA 939///cleavage and polyadenylation specific factor 1
200616_s_at	0.394	0.0061569	-2.9305677	-2.2513	-1.30129633	MLEC	malectin
213639_s_at	0.392	0.0056977	-2.9610773	-2.2515	-1.36722167	ZNF500	zinc finger protein 500
212793_at	0.394	0.0059211	-2.9459555	-2.2522	-1.07570965	DAAM2	dishevelled associated activator of morphogenesis 2
215706_x_at	0.394	0.006071	-2.9361061	-2.2566	-1.39966454	ZYX	zyxin
203748_x_at	0.394	0.0058691	-2.9494254	-2.2572	-1.55985154	RBMS1	RNA binding motif single stranded interacting protein 1
212732_at	0.394	0.0062029	2.9276276	-2.2596	0.96704394	MEG3	maternally expressed 3 (non-protein coding)
213605_s_at	0.394	0.0061998	2.9278261	-2.2678	1.07956893		
207112_s_at	0.392	0.0050559	-3.0078622	-2.27	-1.63454458	GAB1	GRB2 associated binding protein 1
207117_at	0.392	0.0042491	-3.0753836	-2.2739	-1.99541366	ZNF117	zinc finger protein 117
214093_s_at	0.397	0.0063245	2.9199631	-2.2743	1.14296516	FUBP1	far upstream element binding protein 1
201178_at	0.394	0.0061833	-2.9288775	-2.2772	-0.85376434	FBXO7	F-box protein 7
211254_x_at	0.392	0.0043021	3.0705923	-2.2808	1.75257393	RHAG	Rh-associated glycoprotein
214594_x_at	0.394	0.006227	2.9260977	-2.2829	1.248686	ATP8B1	ATPase phospholipid transporting 8B1
209458_x_at	0.394	0.006039	-2.9381922	-2.283	-1.81433864	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
200676_s_at	0.397	0.0063928	-2.915715	-2.2877	-1.39424684	UBE2L3	ubiquitin conjugating enzyme E2 L3
212822_at	0.397	0.0064223	-2.9138969	-2.289	-1.15811406	HEG1	heart development protein with EGF like domains 1
204986_s_at	0.392	0.0053388	-2.9865899	-2.291	-1.58075588	TAOK2	TAO kinase 2
215933_s_at	0.392	0.0043899	3.0627705	-2.2918	1.7375521	HHEX	hematopoietically expressed homeobox
204904_at	0.394	0.0058583	-2.9501499	-2.2942	-1.43579485	GJA4	gap junction protein alpha 4
219678_x_at	0.397	0.0064615	2.9114849	-2.2946	1.02597211	DCLRE1C	DNA cross-link repair 1C
216758_at	0.392	0.0045777	3.0465288	-2.2956	1.97352581		
218601_at	0.397	0.0064482	-2.9123041	-2.301	-1.18517568	URGCP	upregulator of cell proliferation
203969_at	0.392	0.0052771	2.9911363	-2.3017	1.40176049	PEX3	peroxisomal biogenesis factor 3
202331_at	0.397	0.0063371	-2.9191719	-2.3025	-1.18117033	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide
203118_at	0.394	0.0060132	-2.9398769	-2.3064	-1.64006601	PCSK7	proprotein convertase subtilisin/kexin type 7
204355_at	0.397	0.0065223	-2.9077785	-2.3084	-1.71781761	DHX30	DEAH-box helicase 30
204237_at	0.392	0.0056852	2.9619416	-2.3102	1.24911309	GULP1	GULP, engulfment adaptor PTB domain containing 1
209610_s_at	0.397	0.0065955	-2.9033609	-2.3109	-1.05333412	SLC1A4	solute carrier family 1 member 4
218566_s_at	0.397	0.0066313	2.9012135	-2.3113	1.10465452	CHORDC1	cysteine and histidine rich domain containing 1
214776_x_at	0.392	0.0047762	3.0300396	-2.3161	2.04447409	XYLB	xylulokinase
219173_at	0.394	0.0059775	-2.9422217	-2.3173	-1.65706912	MYO15B	myosin XVB
218466_at	0.397	0.0064459	-2.9124428	-2.3216	-1.47045649	TBC1D17	TBC1 domain family member 17
206127_at	0.392	0.0046047	3.0442437	-2.3232	1.76669156	ELK3	ELK3, ETS transcription factor
214198_s_at	0.397	0.0067068	2.8967277	-2.3248	0.92191765	DGCR2	DiGeorge syndrome critical region gene 2
206140_at	0.392	0.0048085	3.027417	-2.3258	2.13213937	LHX2	LIM homeobox 2
219167_at	0.397	0.0066813	-2.8982387	-2.3269	-0.82799408	RASL12	RAS like family 12
209350_s_at	0.397	0.0065743	-2.9046332	-2.3312	-1.42017703	GPS2	G protein pathway suppressor 2
204263_s_at	0.392	0.0055171	-2.9737149	-2.3334	-1.33532487	CPT2	carnitine palmitoyltransferase 2
208991_at	0.397	0.0067187	-2.8960261	-2.3336	-1.13756699	STAT3	signal transducer and activator of transcription 3
209540_at	0.392	0.0047491	3.0322487	-2.3405	1.81619927	IGF1	insulin like growth factor 1
208117_s_at	0.4	0.0067898	-2.8918518	-2.3456	-1.46533306	LAS1L	LAS1 like, ribosome biogenesis factor
210945_at	0.392	0.0051935	2.9973809	-2.3465	1.75327947	COL4A6	collagen type IV alpha 6 chain
201878_at	0.401	0.0069494	2.882624	-2.3514	1.35955708	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
212366_at	0.397	0.0065838	2.9040638	-2.3522	1.43467376	ZNF292	zinc finger protein 292
210514_x_at	0.397	0.006646	-2.9003386	-2.3552	-1.64980045	HLA-G	major histocompatibility complex, class I, G
222192_s_at	0.392	0.0053293	-2.9872826	-2.3583	-1.54870129	LDAH	lipid droplet associated hydrolase
215749_s_at	0.397	0.0067222	-2.8958196	-2.3586	-1.56296351	GORASP1	golgi reassembly stacking protein 1
211779_x_at	0.401	0.0068561	-2.8879939	-2.3602	-1.45158623	AP2A2	adaptor related protein complex 2 alpha 2 subunit
204094_s_at	0.401	0.0070433	2.8772893	-2.3609	0.81932086	TSC22D2	TSC22 domain family member 2
220132_s_at	0.392	0.0051192	3.0030095	-2.3628	2.04590353	CLEC2D	C-type lectin domain family 2 member D
219707_at	0.4	0.0068249	-2.889802	-2.3691	-1.41565796	CPNE7	copine 7
1405_i_at	0.392	0.0050461	-3.0086207	-2.37	-2.03936962	CCL5	C-C motif chemokine ligand 5
218922_s_at	0.392	0.0049268	-3.017948	-2.37	-1.58097225	CERS4	ceramide synthase 4
204335_at	0.392	0.0058033	-2.9538638	-2.3722	-1.65212376	CCDC94	coiled-coil domain containing 94
220729_at	0.392	0.0051732	2.9989086	-2.3776	2.14685053		
221138_s_at	0.392	0.0050645	3.0071969	-2.3843	1.73306778		
212228_s_at	0.401	0.006978	-2.8809926	-2.3854	-1.83455824	COQ9	coenzyme Q9
217303_s_at	0.392	0.0050819	3.0058617	-2.3855	1.50459125	ADRB3	adrenoceptor beta 3
218126_at	0.401	0.0072108	-2.8679379	-2.3859	-0.69127851	RMDN3	regulator of microtubule dynamics 3
205418_at	0.392	0.005733	-2.9586531	-2.3878	-1.70722458	FES	FES proto-oncogene, tyrosine kinase
211358_s_at	0.394	0.006172	-2.9295999	-2.3895	-1.3584309	CIZ1	CDKN1A interacting zinc finger protein 1
205137_x_at	0.401	0.0073423	-2.8607318	-2.3957	-1.09150124	USH1C	USH1 protein network component harmonin
218321_x_at	0.401	0.0071006	-2.874067	-2.3973	-1.15885187	STYXL1	serine/threonine/tyrosine interacting-like 1
214781_at	0.394	0.0060407	2.938078	-2.4015	1.4761769		
207521_s_at	0.392	0.0053732	2.9840728	-2.4022	1.6617896	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
220975_s_at	0.401	0.0071842	-2.8694085	-2.4023	-1.0236393	C1QTNF1	C1q and tumor necrosis factor related protein 1
207888_at	0.392	0.0057894	2.9548054	-2.4051	1.85648418		
203736_s_at	0.392	0.0053107	2.9886535	-2.41	1.83556878	PPFIBP1	PPFIA binding protein 1
201591_s_at	0.401	0.0072163	-2.8676311	-2.4104	-0.86993607	NISCH	nischarin
210983_s_at	0.4	0.0068111	-2.8906083	-2.4112	-1.80886675	MCM7	minichromosome maintenance complex component 7
216355_at	0.392	0.005408	2.9815449	-2.4139	1.67464779	PCDHB17P	protocadherin beta 17 pseudogene
217232_x_at	0.401	0.0070561	-2.8765653	-2.4146	-1.63525241	HBB	hemoglobin subunit beta
216858_x_at	0.401	0.0074601	2.8543831	-2.4199	1.76602299		
214405_at	0.392	0.0054057	2.9817139	-2.4224	1.72896257		
204021_s_at	0.401	0.0076045	-2.8467293	-2.4226	-1.73124364	PURA	purine rich element binding protein A
204610_s_at	0.401	0.0076069	-2.8466048	-2.4269	-1.34410482	CCDC85B	coiled-coil domain containing 85B
211761_s_at	0.401	0.0074335	2.8558099	-2.4307	0.80885116	CACYBP	calcyclin binding protein
213891_s_at	0.401	0.0073946	2.8579034	-2.4312	0.85565297	TCF4	transcription factor 4
221319_at	0.392	0.0056529	2.9641785	-2.4325	1.82234767	PCDHB8	protocadherin beta 8
201373_at	0.401	0.0077206	-2.8406743	-2.4332	-1.03539768	PLEC	plectin
202796_at	0.401	0.0077032	-2.8415747	-2.4332	-1.17011807	SYNPO	synaptopodin
204162_at	0.392	0.0057871	2.9549571	-2.4384	1.63752743	NDC80	NDC80, kinetochore complex component
218394_at	0.401	0.0076238	-2.8457156	-2.4384	-0.79900025	ROGDI	rogdi homolog
201537_s_at	0.392	0.0055566	2.9709217	-2.4403	1.66491475	DUSP3	dual specificity phosphatase 3
205717_x_at	0.401	0.0076151	-2.8461719	-2.4415	-0.66416383	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3
201364_s_at	0.401	0.0072002	-2.8685205	-2.4428	-1.28036819	OAZ2	ornithine decarboxylase antizyme 2
210272_at	0.392	0.005594	2.9682883	-2.4442	1.53242083	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene
200758_s_at	0.401	0.0075744	-2.8483119	-2.4463	-0.8186347	NFE2L1	nuclear factor, erythroid 2 like 1
202861_at	0.401	0.0077997	-2.8365924	-2.4509	-1.53107279	MIR6883///PER1	microRNA 6883///period circadian clock 1
221889_at	0.401	0.0073014	-2.8629599	-2.4512	-1.4913589	KCTD13	potassium channel tetramerization domain containing 13
40850_at	0.401	0.0078494	-2.8340541	-2.4523	-1.0502052	FKBP8	FK506 binding protein 8
218996_at	0.401	0.0070042	-2.8795025	-2.4533	-1.5717054	TFPT	TCF3 fusion partner
208479_at	0.392	0.0056226	2.966287	-2.4542	1.61649634	KCNA1	potassium voltage-gated channel subfamily A member 1
200790_at	0.401	0.0078925	-2.8318617	-2.4555	-1.16036257	ODC1	ornithine decarboxylase 1
212312_at	0.401	0.0079065	-2.8311518	-2.4567	-1.31855523	BCL2L1	BCL2 like 1
212035_s_at	0.401	0.0070022	-2.8796164	-2.4571	-1.31474504	EXOC7	exocyst complex component 7
204301_at	0.401	0.0078765	-2.8326708	-2.4589	-0.82542099	KBTBD11	kelch repeat and BTB domain containing 11
209042_s_at	0.401	0.0077875	-2.8372238	-2.462	-1.65915158	UBE2G2	ubiquitin conjugating enzyme E2 G2
217789_at	0.401	0.0079981	-2.8265347	-2.4654	-1.57624448	SNX6	sorting nexin 6
212078_s_at	0.401	0.0078669	-2.8331605	-2.4739	-1.50842677	KMT2A	lysine methyltransferase 2A
207332_s_at	0.401	0.0080894	-2.8219822	-2.4756	-1.26346556	TFRC	transferrin receptor
215666_at	0.401	0.0069155	2.8845643	-2.4762	1.46239366	HLA-DRB4	major histocompatibility complex, class II, DR beta 4
200651_at	0.401	0.0079045	-2.8312516	-2.4819	-1.05570405	SNORD96A///SNORD95///RACK1	small nucleolar RNA, C/D box 96A///small nucleolar RNA, C/D box 95///receptor for activated C kinase 1
201536_at	0.401	0.0082766	-2.8128027	-2.4895	-1.45772499	DUSP3	dual specificity phosphatase 3
218694_at	0.401	0.0083002	2.811658	-2.4918	0.79953236	ARMCX1	armadillo repeat containing, X-linked 1
209121_x_at	0.401	0.0081443	-2.8192691	-2.4919	-1.28117677	NR2F2	nuclear receptor subfamily 2 group F member 2
201809_s_at	0.401	0.0081772	-2.8176497	-2.4938	-1.70562386	ENG	endoglin
201929_s_at	0.401	0.0081556	-2.8187131	-2.4961	-1.32089659	PKP4	plakophilin 4
220345_at	0.394	0.0061614	2.9302764	-2.4966	1.83296896	LRRTM4	leucine rich repeat transmembrane neuronal 4
216452_at	0.401	0.0082273	-2.8152023	-2.4975	-0.76917404	TRPM3	transient receptor potential cation channel subfamily M member 3
211069_s_at	0.401	0.0080207	2.8254058	-2.4995	0.66447735	SUMO1	small ubiquitin-like modifier 1
221882_s_at	0.401	0.0081752	-2.8177513	-2.4999	-0.85522796	TMEM8A	transmembrane protein 8A
213168_at	0.401	0.0083528	2.8091202	-2.5023	0.73140113	SP3	Sp3 transcription factor
215904_at	0.394	0.0061683	2.929838	-2.5026	1.87602398	AFDN	afadin, adherens junction formation factor
221747_at	0.401	0.0083838	-2.8076288	-2.5026	-1.39439861	TNS1	tensin 1
205523_at	0.394	0.0061191	2.9329936	-2.503	1.71896188	HAPLN1	hyaluronan and proteoglycan link protein 1
221633_at	0.394	0.0061706	2.929691	-2.5037	1.7502404	NCAPH2	non-SMC condensin II complex subunit H2
209262_s_at	0.401	0.008124	-2.8202711	-2.5047	-1.44393917	NR2F6	nuclear receptor subfamily 2 group F member 6
203853_s_at	0.401	0.0082119	-2.8159543	-2.505	-0.81447133	GAB2	GRB2 associated binding protein 2
201224_s_at	0.401	0.0084863	-2.8027407	-2.5082	-1.24334699	SRRM1	serine and arginine repetitive matrix 1
203054_s_at	0.401	0.0084914	-2.8025007	-2.5088	-1.1208886	TCTA	T-cell leukemia translocation altered
204712_at	0.401	0.007485	2.8530551	-2.5106	1.49997266	WIF1	WNT inhibitory factor 1
203825_at	0.401	0.0083142	-2.810981	-2.5131	-0.74055022	BRD3	bromodomain containing 3
203016_s_at	0.401	0.0073958	2.85784	-2.5152	1.62015352	SSX2IP	SSX family member 2 interacting protein
218487_at	0.401	0.0081556	-2.8187149	-2.5158	-0.91922273	ALAD	aminolevulinate dehydratase
209399_at	0.401	0.0074223	-2.8564141	-2.5161	-1.43213766	HLCS	holocarboxylase synthetase
213333_at	0.401	0.0082878	-2.8122563	-2.5168	-0.93450009	MDH2	malate dehydrogenase 2
220124_at	0.397	0.0063982	2.9153792	-2.5193	2.00005304	GAN	gigaxonin
208611_s_at	0.401	0.00833	-2.8102152	-2.5202	-1.48584627	SPTAN1	spectrin alpha, non-erythrocytic 1
213298_at	0.401	0.008078	-2.8225471	-2.5228	-1.43325782	NFIC	nuclear factor I C
221512_at	0.401	0.008607	-2.7970591	-2.524	-1.65407895	TMEM222	transmembrane protein 222
202839_s_at	0.401	0.0079645	-2.8282213	-2.5249	-1.85116882	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
200632_s_at	0.401	0.0079516	-2.8288708	-2.5287	-0.68372304	NDRG1	N-myc downstream regulated 1
204055_s_at	0.397	0.0064551	2.9118781	-2.53	1.87176782	CTAGE5	CTAGE family member 5, ER export factor
202508_s_at	0.401	0.0084005	2.8068265	-2.5306	1.42942675	SNAP25	synaptosome associated protein 25
219711_at	0.397	0.0065533	-2.9059059	-2.5319	-1.47613394	ZNF586	zinc finger protein 586
220606_s_at	0.397	0.0064087	2.9147339	-2.5339	1.56184953	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
215609_at	0.401	0.0080825	2.8223266	-2.5413	1.97463148		
214933_at	0.401	0.0086929	2.7930581	-2.5426	0.81663749	LOC100507353///CACNA1A	uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A
205417_s_at	0.401	0.0086791	-2.7936983	-2.5451	-1.03758017	DAG1	dystroglycan 1
212176_at	0.401	0.0087091	2.7923075	-2.5463	0.70408052	PNISR	PNN interacting serine and arginine rich protein
214164_x_at	0.401	0.0081338	-2.8197854	-2.5465	-1.54872322	CA12	carbonic anhydrase 12
220347_at	0.397	0.0066494	2.9001335	-2.5498	1.84488738	SMG6	SMG6, nonsense mediated mRNA decay factor
209577_at	0.402	0.0088834	-2.7843154	-2.5514	-1.08806255	PCYT2	phosphate cytidylyltransferase 2, ethanolamine
208814_at	0.401	0.0085267	-2.8008287	-2.5515	-1.40618936	HSPA4	heat shock protein family A (Hsp70) member 4
202817_s_at	0.397	0.0065638	2.9052678	-2.5537	1.54644713	SS18	SS18, nBAF chromatin remodeling complex subunit
220136_s_at	0.397	0.0067185	-2.8960406	-2.5557	-1.61085425	CRYBA2	crystallin beta A2
208451_s_at	0.402	0.0088752	-2.7846866	-2.5576	-1.17541118	C4B_2///C4B///C4A	complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
213194_at	0.403	0.0089456	2.7814987	-2.558	0.89181601	ROBO1	roundabout guidance receptor 1
222083_at	0.401	0.007032	2.8779251	-2.5597	2.01053634	GLYAT	glycine-N-acyltransferase
221277_s_at	0.401	0.008703	2.792587	-2.5599	1.06541625	PUS3	pseudouridylate synthase 3
208460_at	0.397	0.0067209	2.8958932	-2.5608	1.65492889	GJC1	gap junction protein gamma 1
210203_at	0.401	0.0070667	2.8759719	-2.5673	1.32921428	CNOT4	CCR4-NOT transcription complex subunit 4
204294_at	0.402	0.0089015	-2.7834927	-2.5682	-1.17883685	AMT	aminomethyltransferase
211520_s_at	0.401	0.0072548	2.8655105	-2.5697	1.70013295	GRIA1	glutamate ionotropic receptor AMPA type subunit 1
217643_x_at	0.404	0.0090267	2.7778564	-2.5698	1.31508924		
220691_at	0.401	0.0086586	2.7946509	-2.5705	1.56195222		
212730_at	0.401	0.008491	-2.8025198	-2.5708	-0.62997424	SYNM	synemin
215318_at	0.401	0.0076786	2.8428519	-2.5711	1.54744801	MINOS1P1	mitochondrial inner membrane organizing system 1 pseudogene 1
202985_s_at	0.404	0.0092273	-2.7689676	-2.5764	-1.03977421	BAG5	BCL2 associated athanogene 5
